GROQ_POST|1|200|1.262944
GEM_POST|1|200|2.363111
CF_POST|1|200|3.970318
GROQ_POST|2|200|0.868828
GEM_POST|2|200|2.202162
CF_POST|2|200|1.835851
GROQ_POST|3|200|0.977071
GEM_POST|3|200|2.388283
CF_POST|3|200|1.816090
GROQ_POST|4|200|0.913867
GEM_POST|4|200|2.528725
CF_POST|4|200|1.875087
GROQ_POST|5|200|1.107652
GEM_POST|5|200|3.384128
CF_POST|5|200|2.623859
GROQ_POST|6|200|1.401617
GEM_POST|6|200|2.347808
CF_POST|6|200|1.662033
GROQ_POST|7|200|0.847745
GEM_POST|7|200|2.586330
CF_POST|7|200|1.747738
GROQ_POST|8|200|0.969298
GEM_POST|8|200|2.431211
CF_POST|8|200|1.646780
GROQ_POST|9|200|0.872816
GEM_POST|9|200|2.896265
CF_POST|9|200|2.211533
GROQ_POST|10|200|0.903818
GEM_POST|10|200|2.432731
CF_POST|10|200|3.901918
